stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,inter_arrival_time,time_since_previously_displayed_frame,port_class_dst,l4_tcp,l4_udp,ttl,eth_size,tcp_window_size,payload_entropy,handshake_version,handshake_cipher_suites_length,handshake_ciphersuites,handshake_extensions_length,tls_server,handshake_sig_hash_alg_len,http_request_method,http_host,http_response_code,user_agent,dns_server,dns_query_type,dns_len_qry,dns_interval,dns_len_ans,device_mac,eth_src_oui,eth_dst_oui,payload_length,highest_layer,http_uri,http_content_len,http_content_type,icmp_type,icmp_checksum_status,icmp_data_size,jitter,stream_1_count,stream_1_mean,stream_1_var,src_ip_1_count,src_ip_1_mean,src_ip_1_var,src_ip_mac_1_count,src_ip_mac_1_mean,src_ip_mac_1_var,channel_1_count,channel_1_mean,channel_1_var,stream_jitter_1_sum,stream_jitter_1_mean,stream_jitter_1_var,stream_5_count,stream_5_mean,stream_5_var,src_ip_5_count,src_ip_5_mean,src_ip_5_var,src_ip_mac_5_count,src_ip_mac_5_mean,src_ip_mac_5_var,channel_5_count,channel_5_mean,channel_5_var,stream_jitter_5_sum,stream_jitter_5_mean,stream_jitter_5_var,stream_10_count,stream_10_mean,stream_10_var,src_ip_10_count,src_ip_10_mean,src_ip_10_var,src_ip_mac_10_count,src_ip_mac_10_mean,src_ip_mac_10_var,channel_10_count,channel_10_mean,channel_10_var,stream_jitter_10_sum,stream_jitter_10_mean,stream_jitter_10_var,stream_30_count,stream_30_mean,stream_30_var,src_ip_30_count,src_ip_30_mean,src_ip_30_var,src_ip_mac_30_count,src_ip_mac_30_mean,src_ip_mac_30_var,channel_30_count,channel_30_mean,channel_30_var,stream_jitter_30_sum,stream_jitter_30_mean,stream_jitter_30_var,stream_60_count,stream_60_mean,stream_60_var,src_ip_60_count,src_ip_60_mean,src_ip_60_var,src_ip_mac_60_count,src_ip_mac_60_mean,src_ip_mac_60_var,channel_60_count,channel_60_mean,channel_60_var,stream_jitter_60_sum,stream_jitter_60_mean,stream_jitter_60_var,ntp_interval,most_freq_spot,min_et,q1,min_e,var_e,q1_e,sum_p,min_p,max_p,med_p,average_p,var_p,q3_p,q1_p,iqr_p,l3_ip_dst_count,label,attack_type,binary_label
33,e4:5f:01:55:90:c4,Teckin Plug 1,192.168.137.178,192.168.137.80,44093,1501,0.960133,1e-06,2,0,1,64,60,0,1.5775967043075598,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,e4:5f:01:55:90:c4,Raspberry Pi Trading Ltd,Tuya Smart Inc.,8.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,1e-06,428.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,0.05895,0.0001380562060889,1.142270564908577e-06,428.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,0.05895,0.0001380562060889,1.142270564908577e-06,428.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,0.05895,0.0001380562060889,1.142270564908577e-06,428.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,0.05895,0.0001380562060889,1.142270564908577e-06,428.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,6381.0,60.0,0.0,0.05895,0.0001380562060889,1.142270564908577e-06,0.0,52382.0,26.0,26.0,60.0,0.0,60.0,360.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,1.0,3.0,DDoS-UDP_Flood10.csv,1.0
5,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.196,35.185.101.66,50702,443,3132.711024,0.005304,1,1,0,64,156,2529,3.5490187390864474,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited,90.0,TLS,none,0.0,none,-1.0,-1.0,-1.0,0.567761,3.0,126.0,2700.0,2.0,156.0,0.0,2.0,156.0,0.0,3.0,126.0,2700.0,1.038662,0.3462206666666667,0.0892911721263334,19.0,113.36842105263158,2131.5789473684204,10.0,156.0,0.0,10.0,156.0,0.0,19.0,113.36842105263158,2131.5789473684204,5.033080999999999,0.2648989999999999,0.1048548454112002,29.0,112.55172413793105,2094.8275862068963,15.0,156.0,0.0,15.0,156.0,0.0,29.0,112.55172413793105,2094.8275862068963,10.221096,0.3524515862068966,0.1748369044733854,37.0,111.7837837837838,2047.7297297297296,19.0,151.26315789473685,426.3157894736843,19.0,151.26315789473685,426.3157894736843,37.0,111.7837837837838,2047.7297297297296,72.45751,1.958311081081081,97.16044706698868,37.0,111.7837837837838,2047.7297297297296,19.0,151.26315789473685,426.3157894736843,19.0,151.26315789473685,426.3157894736843,37.0,111.7837837837838,2047.7297297297296,72.45751,1.958311081081081,97.16044706698868,0.0,50702.0,32.0,32.0,66.0,2131.5789473684213,66.0,1140.0,12.0,102.0,57.0,57.0,2131.5789473684213,102.0,12.0,90.0,2.0,1.0,Recon-PortScan.csv,1.0
18221,dc:a6:32:c9:e4:ab,AMCREST WiFi Camera,192.168.137.212,192.168.137.86,53008,80,1257.880261,0.0,1,1,0,64,66,64256,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e4:ab,Raspberry Pi Trading Ltd,Amcrest Technologies,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.058222,3.0,66.0,0.0,167.0,71.53293413173652,35.997402784791944,167.0,71.53293413173652,35.997402784791944,354.0,68.61016949152543,24.578479857876715,13.835609,4.611869666666666,51.05229099523433,3.0,66.0,0.0,167.0,71.53293413173652,35.997402784791944,167.0,71.53293413173652,35.997402784791944,453.0,68.03973509933775,20.36124948719444,13.835609,4.611869666666666,51.05229099523433,3.0,66.0,0.0,167.0,71.53293413173652,35.997402784791944,167.0,71.53293413173652,35.997402784791944,453.0,68.03973509933775,20.36124948719444,13.835609,4.611869666666666,51.05229099523433,10.0,86.4,2732.266666666668,761.0,105.57161629434954,4072.108351199944,761.0,105.57161629434954,4072.108351199944,1497.0,86.92585170340682,2433.6114769646224,13.861375,1.540152777777778,18.07051812726205,10.0,86.4,2732.266666666668,761.0,105.57161629434954,4072.108351199952,761.0,105.57161629434954,4072.108351199952,1497.0,86.92585170340682,2433.611476964626,13.861375,1.540152777777778,18.07051812726205,0.0,80.0,32.0,32.0,66.0,36.37894736842105,66.0,384.0,12.0,24.0,24.0,19.2,36.37894736842105,24.0,12.0,12.0,4.0,3.0,DDoS-SlowLoris.csv,1.0
1,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,57480,1413.464718,0.008732,3,1,0,59,66,1454,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc.",0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.012752,23.0,121.7391304347826,3732.1106719339145,11.0,66.0,0.0,11.0,66.0,0.0,22.0,117.54545454545456,3486.0692640697484,1.0746639999999998,0.0467245217391304,0.0016443649968063,93.0,113.82795698924733,2472.404862082751,46.0,66.0,0.0,46.0,66.0,0.0,92.0,112.7391304347826,2388.1070234080657,5.080836,0.0546326451612903,0.0017653653780574,192.0,183.25,133844.41884816575,94.0,66.95744680851064,86.17021276595766,94.0,66.95744680851064,86.17021276595766,190.0,182.92631578947368,135250.65062656457,10.000386,0.05208534375,0.0018314698136311,554.0,160.5740072202166,85550.76576076492,270.0,66.66666666666667,59.77695167286227,270.0,66.66666666666667,59.77695167286227,548.0,159.9890510948905,86457.51359105557,30.005727,0.0541619620938628,0.0018397686985398,1087.0,137.07267709291628,45224.92933564357,534.0,66.47565543071161,40.44124487917304,534.0,66.47565543071161,40.44124487917304,1076.0,136.28624535315984,45626.52263853751,60.068366,0.0552606862925482,0.0018019291945422,0.0,57480.0,32.0,32.0,66.0,3634.905263157895,66.0,1284.0,12.0,230.0,57.0,64.2,3634.905263157895,102.0,12.0,90.0,2.0,0.0,BenignTraffic3.csv,0.0
4069,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.191,52464,443,2594.790233,1e-06,1,1,0,64,66,201856,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,6e-06,71.0,760.7042253521126,1195084.839839034,1308.0,78.09633027522936,5071.366382850281,1308.0,78.09633027522936,5071.366382850281,1957.0,842.242718446602,1241367.374084224,1285.463569,18.105120690140843,23240.638275562887,71.0,760.7042253521126,1195084.839839034,1336.0,99.62200598802396,57003.17611462472,1336.0,99.62200598802396,57003.17611462472,1957.0,842.242718446602,1241367.374084224,1285.463569,18.105120690140843,23240.638275562887,71.0,760.7042253521126,1195084.839839034,1339.0,100.08812546676624,57234.09088280627,1339.0,100.08812546676624,57234.09088280627,1957.0,842.242718446602,1241367.374084224,1285.463569,18.105120690140843,23240.638275562887,71.0,760.7042253521126,1195084.839839034,1419.0,100.754052149401,55326.210976162736,1419.0,100.754052149401,55326.210976162736,1957.0,842.242718446602,1241367.374084224,1285.463569,18.105120690140843,23240.638275562887,71.0,760.7042253521126,1195084.839839034,1489.0,100.89993284083278,53881.88850133919,1489.0,100.89993284083278,53881.88850133919,1957.0,842.242718446602,1241367.374084224,1285.463569,18.105120690140843,23240.638275562887,0.0,55444.0,32.0,32.0,66.0,407836.8,66.0,3096.0,12.0,2868.0,12.0,154.8,407836.8,12.0,12.0,0.0,40.0,0.0,BenignTraffic.csv,0.0
2330,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,53145,1458.474969,0.0,3,1,0,50,66,65024,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,1e-06,8.0,99.375,7745.410714285715,8.0,114.875,17377.55357142857,8.0,114.875,17377.55357142857,18.0,113.44444444444444,11869.437908496988,720.9747080010001,90.121838500125,64911.231575851314,8.0,99.375,7745.410714285715,34.0,101.1470588235294,11527.88680926916,34.0,101.1470588235294,11527.88680926916,68.0,107.69117647058825,10027.798726953855,720.9747080010001,90.121838500125,64911.231575851314,8.0,99.375,7745.410714285715,64.0,103.453125,11985.96602182538,64.0,103.453125,11985.96602182538,133.0,108.33082706766918,9979.69275461423,720.9747080010001,90.121838500125,64911.231575851314,8.0,99.375,7745.410714285715,179.0,99.67039106145252,10727.8738936664,179.0,99.67039106145252,10727.8738936664,372.0,105.88172043010752,9300.018317247785,720.9747080010001,90.121838500125,64911.231575851314,8.0,99.375,7745.410714285715,357.0,101.88515406162465,11366.742391338612,357.0,101.88515406162465,11366.742391338612,738.0,107.21544715447156,9649.238458483716,720.9747080010001,90.121838500125,64911.231575851314,0.0,443.0,32.0,32.0,66.0,10707.631578947368,66.0,1166.0,12.0,387.0,12.0,58.3,10613.905263157894,32.0,12.0,20.0,9.0,0.0,BenignTraffic.csv,0.0
49336,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,33086,80,3375.025118,0.001299,1,1,0,64,66,14600,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.001299,9.0,131.22222222222223,17610.44444444445,6.0,100.66666666666669,6257.066666666667,6.0,100.66666666666669,6257.066666666667,9.0,131.22222222222223,17610.44444444412,0.273253,0.034156625,0.0016893589168392,9.0,131.22222222222223,17610.44444444445,41.0,106.41463414634148,6962.098780487819,41.0,106.41463414634148,6962.098780487819,68.0,112.5,11330.044776119365,0.273253,0.034156625,0.0016893589168392,9.0,131.22222222222223,17610.44444444445,89.0,108.48314606741572,7494.570735444362,89.0,108.48314606741572,7494.570735444362,129.0,110.5968992248062,10755.35186531024,0.273253,0.034156625,0.0016893589168392,9.0,131.22222222222223,17610.44444444445,242.0,106.46280991735536,7097.726826926374,242.0,106.46280991735536,7097.726826926374,384.0,109.578125,10485.591791775436,0.273253,0.034156625,0.0016893589168392,9.0,131.22222222222223,17610.44444444445,499.0,106.29659318637276,7371.57852250686,499.0,106.29659318637276,7371.57852250686,764.0,109.315445026178,10375.325003602486,0.273253,0.034156625,0.0016893589168392,0.0,443.0,32.0,32.0,66.0,10711.523684210528,66.0,1165.0,12.0,387.0,12.0,58.25,10617.986842105263,32.0,12.0,20.0,7.0,1.0,Recon-PortScan.csv,1.0
512,AMCREST WiFi Camera,3c:18:a0:41:c3:a0,192.168.137.16,192.168.137.1,36845,53,271.762794,0.013128,1,1,0,64,74,14600,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,AMCREST WiFi Camera,Amcrest Technologies,Luxshare Precision Industry Company Limited,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.994573,2.0,74.0,0.0,2.0,74.0,0.0,2.0,74.0,0.0,2.0,74.0,0.0,138.193285,69.0966425,9275.78374036566,2.0,74.0,0.0,2.0,74.0,0.0,2.0,74.0,0.0,2.0,74.0,0.0,138.193285,69.0966425,9275.78374036566,2.0,74.0,0.0,3.0,81.0,147.0,3.0,81.0,147.0,2.0,74.0,0.0,138.193285,69.0966425,9275.78374036566,2.0,74.0,0.0,4.0,84.5,147.00000000006972,4.0,84.5,147.00000000006972,2.0,74.0,0.0,138.193285,69.0966425,9275.78374036566,2.0,74.0,0.0,5.0,86.6,132.2999999999966,5.0,86.6,132.2999999999966,2.0,74.0,0.0,138.193285,69.0966425,9275.78374036566,0.0,39993.0,26.0,26.0,60.0,221.2736842105263,60.0,438.0,0.0,53.0,20.0,21.9,508.5157894736842,53.0,0.0,53.0,4.0,0.0,BenignTraffic.csv,0.0
185,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.34.92.22,37446,443,326.17121,0.000235,1,1,0,64,1514,37792,3.5797438860495205,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited,1448.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.000235,29.0,751.2758620689655,1450943.2068965863,10.0,2053.3,1639031.566666602,10.0,2053.3,1639031.566666602,29.0,751.2758620689655,1450943.2068965863,1.053411,0.0363245172413793,0.0127044105231117,149.0,940.503355704698,945297.3597859604,82.0,1655.0365853658536,577773.023336334,82.0,1655.0365853658536,577773.023336334,149.0,940.503355704698,945297.3597859604,5.250407,0.0352376308724832,0.0118380655842944,622.0,1067.2990353697749,1863637.639902447,358.0,1805.6871508379888,1953627.3080137027,358.0,1805.6871508379888,1953627.3080137027,622.0,1067.2990353697749,1863637.639902447,10.093756,0.0162279035369774,0.0050677473949352,1931.0,1057.9518384256862,1761884.2417207158,1059.0,1874.7431539187912,1735261.1627011932,1059.0,1874.7431539187912,1735261.1627011932,1931.0,1057.9518384256862,1761884.2417207158,30.054154,0.0155640362506473,0.0044868186846812,3459.0,1081.123446082683,1892868.102454753,1984.0,1890.137600806452,1873044.346664143,1984.0,1890.137600806452,1873044.346664143,3459.0,1081.123446082683,1892868.102454753,256.00019,0.0740098843596415,12.040466851595076,0.0,443.0,32.0,32.0,66.0,1815688.9763157896,66.0,20113.0,12.0,5405.0,736.0,1005.65,1815688.9763157896,1460.0,12.0,1448.0,14.0,0.0,BenignTraffic3.csv,0.0
189603,e4:5f:01:55:90:c4,Amazon Echo Studio,192.168.137.131,192.168.137.125,59827,5867,61.666985,0.000346,2,0,1,64,578,0,3.5788094351201503,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,e4:5f:01:55:90:c4,Raspberry Pi Trading Ltd,Amazon Technologies Inc.,512.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,578.0,,475.0,578.0,0.0,475.0,578.0,0.0,475.0,578.0,0.0,,,,1.0,578.0,,3390.0,578.0,0.0,3390.0,578.0,0.0,3390.0,578.0,0.0,,,,1.0,578.0,,4696.0,578.0,0.0,4696.0,578.0,0.0,4696.0,578.0,0.0,,,,1.0,578.0,,7790.0,578.0,0.0,7790.0,578.0,0.0,7790.0,578.0,0.0,,,,1.0,578.0,,10464.0,578.0,0.0,10464.0,578.0,0.0,10464.0,578.0,0.0,,,,0.0,8886.0,544.0,544.0,578.0,0.0,578.0,10720.0,536.0,536.0,536.0,536.0,0.0,536.0,536.0,0.0,68.0,2.0,Mirai-greip_flood1.csv,1.0
626,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.161.58,33747,443,1459.225332,0.000177,1,1,0,64,1514,37792,3.583482047645125,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited,1448.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.000177,59.0,841.9661016949152,756189.964348335,30.0,1592.0666666666666,328203.9264367903,30.0,1592.0666666666666,328203.9264367903,59.0,841.9661016949152,756189.964348335,1.015764,0.0172163389830508,0.0042032196084064,328.0,955.265243902439,1285517.1679626305,165.0,1833.7515151515152,1000781.2000739068,165.0,1833.7515151515152,1000781.2000739068,328.0,955.265243902439,1285517.1679626305,5.001984,0.0152499512195121,0.0037509997676895,643.0,1024.2566096423018,1754106.9231454984,315.0,2022.0603174603173,1628442.3880699698,315.0,2022.0603174603173,1628442.3880699698,643.0,1024.2566096423018,1754106.9231454984,10.027223,0.0155944370139968,0.0037855715883253,1621.0,1049.2578655151142,1708668.1075384037,853.0,1931.893317702228,1597775.7479952555,853.0,1931.893317702228,1597775.7479952555,1621.0,1049.2578655151142,1708668.1075384037,1162.27536,0.7170113263417642,805.6448815577057,1621.0,1049.2578655151142,1708668.1075384037,1856.0,1946.3884698275865,1841658.7347241289,1856.0,1946.3884698275865,1841658.7347241289,1621.0,1049.2578655151142,1708668.1075384037,1162.27536,0.7170113263417642,805.6448815577057,0.0,443.0,32.0,32.0,66.0,470006.5684210527,66.0,19472.0,12.0,1460.0,1460.0,973.6,470006.5684210527,1460.0,12.0,1448.0,62.0,0.0,BenignTraffic3.csv,0.0
107757,dc:a6:32:dc:27:d5,Amazon Echo Studio,192.168.137.220,192.168.137.125,35177,44797,31.128233,0.0,2,0,1,64,578,0,3.580059540859132,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Amazon Technologies Inc.,512.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,578.0,,925.0,578.0,0.0,925.0,578.0,0.0,925.0,578.0,0.0,,,,1.0,578.0,,1314.0,578.0,0.0,1314.0,578.0,0.0,1314.0,578.0,0.0,,,,1.0,578.0,,2397.0,578.0,0.0,2397.0,578.0,0.0,2397.0,578.0,0.0,,,,1.0,578.0,,13957.0,578.0,0.0,13957.0,578.0,0.0,13957.0,578.0,0.0,,,,1.0,578.0,,14295.0,578.0,0.0,14295.0,578.0,0.0,14295.0,578.0,0.0,,,,0.0,8886.0,544.0,544.0,578.0,0.0,578.0,10720.0,536.0,536.0,536.0,536.0,0.0,536.0,536.0,0.0,55.0,2.0,Mirai-greip_flood1.csv,1.0
18015,AMCREST WiFi Camera,dc:a6:32:dc:27:d5,192.168.137.86,192.168.137.82,80,34546,1239.022746,3e-06,2,1,0,64,66,15552,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:dc:27:d5,Amcrest Technologies,Raspberry Pi Trading Ltd,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.006537,7.0,95.14285714285714,3801.142857142857,228.0,71.6842105263158,976.5782517968938,228.0,71.6842105263158,976.5782517968938,256.0,95.4765625,3301.3563112745,0.10845,0.018075,0.0004990195052,7.0,95.14285714285714,3801.142857142857,736.0,70.07472826086956,344.70053053830264,736.0,70.07472826086956,344.70053053830264,735.0,95.23673469387757,3260.0201746093467,0.10845,0.018075,0.0004990195052,7.0,95.14285714285714,3801.142857142857,738.0,70.68834688346884,634.2989413611913,738.0,70.68834688346884,634.2989413611913,736.0,95.2078804347826,3256.197543256431,0.10845,0.018075,0.0004990195052,7.0,95.14285714285714,3801.142857142857,738.0,70.68834688346884,634.2989413611913,738.0,70.68834688346884,634.2989413611913,736.0,95.2078804347826,3256.197543256431,0.10845,0.018075,0.0004990195052,7.0,95.14285714285714,3801.142857142857,738.0,70.68834688346884,634.2989413611913,738.0,70.68834688346884,634.2989413611913,740.0,95.09324324324324,3240.994000292565,0.10845,0.018075,0.0004990195052,0.0,80.0,32.0,32.0,66.0,3575.3552631578946,66.0,845.0,12.0,180.0,20.0,42.25,3575.3552631578946,32.0,12.0,20.0,8.0,3.0,DDoS-SlowLoris.csv,1.0
35,dc:a6:32:c9:e5:ef,Amazon Echo Spot,192.168.137.58,192.168.137.99,45415,58148,1.133124,0.0,3,0,1,64,60,0,1.5775967043075598,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e5:ef,Raspberry Pi Trading Ltd,Amazon Technologies Inc.,8.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,1e-06,174.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,0.069127999,0.0003995838092485,2.809855191848005e-06,174.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,0.069127999,0.0003995838092485,2.809855191848005e-06,174.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,0.069127999,0.0003995838092485,2.809855191848005e-06,174.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,0.069127999,0.0003995838092485,2.809855191848005e-06,174.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,626.0,60.0,0.0,0.069127999,0.0003995838092485,2.809855191848005e-06,0.0,51711.0,26.0,26.0,60.0,0.0,60.0,360.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,1.0,3.0,DDoS-UDP_Flood1.csv,1.0
1043,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.243.231.175,192.168.137.175,443,33328,2493.120794,0.02574,2,1,0,231,66,583040,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.046296,99.0,892.9090909090909,898776.8181818067,49.0,66.0,0.0,49.0,66.0,0.0,99.0,892.9090909090909,898776.8181818067,1.007077,0.0101724949494949,0.0016005385124534,330.0,955.9454545454546,1199143.5289306424,158.0,66.0,0.0,158.0,66.0,0.0,330.0,955.9454545454546,1199143.5289306424,5.065679,0.0153505424242424,0.0036703714027694,1121.0,1119.1231043710973,1595142.4473317836,479.0,67.39665970772442,311.6707837981846,479.0,67.39665970772442,311.6707837981846,1121.0,1119.1231043710973,1595142.4473317836,10.095269,0.0090055923282783,0.0021882590925091,1143.0,1110.49343832021,1578515.353503317,486.0,73.21810699588477,10345.795630223582,486.0,73.21810699588477,10345.795630223582,1143.0,1110.49343832021,1578515.353503317,1932.710341,1.6909101846019248,3232.200066693642,1143.0,1110.49343832021,1578515.353503317,486.0,73.21810699588477,10345.795630223582,486.0,73.21810699588477,10345.795630223582,1143.0,1110.49343832021,1578515.353503317,1932.710341,1.6909101846019248,3232.200066693642,0.0,443.0,32.0,32.0,66.0,1197169.042105263,66.0,23182.0,12.0,2908.0,1460.0,1159.1,1197169.042105263,1460.0,12.0,1448.0,74.0,0.0,BenignTraffic1.csv,0.0
5,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.196,35.185.101.66,50702,443,2623.446334,0.010428,1,1,0,64,156,2529,3.5591907650244137,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited,90.0,TLS,none,0.0,none,-1.0,-1.0,-1.0,0.935186,3.0,126.0,2700.0,2.0,156.0,0.0,2.0,156.0,0.0,3.0,126.0,2700.0,1.966642,0.6555473333333334,0.3167153849143274,11.0,126.72727272727272,4745.8181818181765,6.0,177.33333333333334,2730.666666666667,6.0,177.33333333333334,2730.666666666667,11.0,126.72727272727272,4745.8181818181765,5.040801,0.4582546363636364,0.2453293594534645,19.0,120.10526315789474,3600.210526315785,10.0,168.8,1638.4,10.0,168.8,1638.4,19.0,120.10526315789474,3600.210526315785,10.152628,0.5343488421052631,0.3650550339773473,83.0,112.89156626506023,2371.927123126654,42.0,156.9047619047619,596.3321718931475,42.0,156.9047619047619,596.3321718931475,83.0,112.89156626506023,2371.927123126654,30.605871,0.3687454337349398,0.2140243286997689,166.0,113.60240963855422,2355.8409638554253,85.0,157.95294117647057,482.6644257703084,85.0,157.95294117647057,482.6644257703084,166.0,113.60240963855422,2355.8409638554253,102.905605,0.6199132831325301,21.26172416736931,0.0,50702.0,32.0,32.0,66.0,3557.094736842105,66.0,1268.0,12.0,230.0,57.0,63.4,3557.094736842105,102.0,12.0,90.0,2.0,1.0,Recon-PortScan.csv,1.0
972,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.51.100.129,192.168.137.175,443,51134,2322.69465,1e-06,3,1,0,232,66,708864,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,1e-06,379.0,1246.654353562005,2362476.475450573,160.0,66.0,0.0,160.0,66.0,0.0,379.0,1246.654353562005,2362476.475450573,1.013786,0.0026748970976253,0.0004436001148003,478.0,1176.7761506276152,2057710.425677396,201.0,83.45273631840796,24909.039004975144,201.0,83.45273631840796,24909.039004975144,478.0,1176.7761506276152,2057710.425677396,1811.144243,3.789004692468619,6843.529482070481,478.0,1176.7761506276152,2057710.425677396,201.0,83.45273631840796,24909.039004975144,201.0,83.45273631840796,24909.039004975144,478.0,1176.7761506276152,2057710.425677396,1811.144243,3.789004692468619,6843.529482070481,478.0,1176.7761506276152,2057710.425677396,201.0,83.45273631840796,24909.039004975144,201.0,83.45273631840796,24909.039004975144,478.0,1176.7761506276152,2057710.425677396,1811.144243,3.789004692468619,6843.529482070481,478.0,1176.7761506276152,2057710.425677396,201.0,83.45273631840796,24909.039004975144,201.0,83.45273631840796,24909.039004975144,478.0,1176.7761506276152,2057710.425677396,1811.144243,3.789004692468619,6843.529482070481,0.0,443.0,32.0,32.0,66.0,0.0,66.0,240.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,90.0,0.0,BenignTraffic3.csv,0.0
